NroTrx;sku;producto;cantidad;precio;subtotal;diasem;customerid;total;useragentbrowser;useragentoperatingsystem;useragentdevice
P000201;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33933;58.5;Chrome;Mac OS X;other
P000201;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;33933;58.5;Chrome;Mac OS X;other
P000201;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33933;58.5;Chrome;Mac OS X;other
P000202;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33934;108.5;Chrome Mobile;Android;other
P000202;1.10601E+11;Pollo trozado x 8 pzas S/M;5;16.5;82.5;Lun;33934;108.5;Chrome Mobile;Android;other
P000203;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;33932;63.8;Mobile Safari;iOS;iPhone
P000203;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;33932;63.8;Mobile Safari;iOS;iPhone
P000203;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33932;63.8;Mobile Safari;iOS;iPhone
P000203;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33932;63.8;Mobile Safari;iOS;iPhone
P000204;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33923;79.3;Chrome;Windows;other
P000204;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33923;79.3;Chrome;Windows;other
P000204;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;33923;79.3;Chrome;Windows;other
P000204;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;33923;79.3;Chrome;Windows;other
P000204;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33923;79.3;Chrome;Windows;other
P000204;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;33923;79.3;Chrome;Windows;other
P000205;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33935;80.3;Chrome;Windows;other
P000205;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;33935;80.3;Chrome;Windows;other
P000205;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;33935;80.3;Chrome;Windows;other
P000205;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;33935;80.3;Chrome;Windows;other
P000205;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;33935;80.3;Chrome;Windows;other
P000206;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33937;132;Mobile Safari;iOS;iPhone
P000206;1.10601E+11;Muslos Frescos;1;54;54;Lun;33937;132;Mobile Safari;iOS;iPhone
P000206;1.10604E+11;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33937;132;Mobile Safari;iOS;iPhone
P000206;1.10604E+11;Filete  a la Criolla;2;13.5;27;Lun;33937;132;Mobile Safari;iOS;iPhone
P000207;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33936;135.6;Edge;Windows;other
P000207;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33936;135.6;Edge;Windows;other
P000207;1.10601E+11;Filete de Pechuga;2;30;60;Lun;33936;135.6;Edge;Windows;other
P000207;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;33936;135.6;Edge;Windows;other
P000208;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33940;70.5;Chrome;Windows;other
P000208;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33940;70.5;Chrome;Windows;other
P000208;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33940;70.5;Chrome;Windows;other
P000209;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33939;116;Chrome;Windows;other
P000209;1.10601E+11;Filete de Pechuga;3;30;90;Lun;33939;116;Chrome;Windows;other
P000210;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33938;90;Chrome;Windows;other
P000210;1.10601E+11;Filete de Pechuga Corazon;2;32;64;Lun;33938;90;Chrome;Windows;other
P000211;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33941;69.9;Mobile Safari;iOS;iPhone
P000211;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;33941;69.9;Mobile Safari;iOS;iPhone
P000211;1.10604E+11;Hamburguesa Premium;3;8.3;24.9;Lun;33941;69.9;Mobile Safari;iOS;iPhone
P000212;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33904;68;Chrome;Windows;other
P000212;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33904;68;Chrome;Windows;other
P000212;1.10604E+11;Nuggets Premium;2;6;12;Lun;33904;68;Chrome;Windows;other
P000213;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33944;190.2;Mobile Safari;iOS;iPhone
P000213;1.10601E+11;Pierna Encuentro Fresca;2;54;108;Lun;33944;190.2;Mobile Safari;iOS;iPhone
P000213;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33944;190.2;Mobile Safari;iOS;iPhone
P000213;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;33944;190.2;Mobile Safari;iOS;iPhone
P000213;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33944;190.2;Mobile Safari;iOS;iPhone
P000214;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33945;168.9;Samsung Internet;Android;Samsung
P000214;1.10601E+11;Filete de Pechuga;2;30;60;Lun;33945;168.9;Samsung Internet;Android;Samsung
P000214;1.10604E+11;Nuggets con Quinua;2;8.2;16.4;Lun;33945;168.9;Samsung Internet;Android;Samsung
P000214;1.10604E+11;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33945;168.9;Samsung Internet;Android;Samsung
P000214;1.10604E+11;Filete a la Pimienta;2;13.5;27;Lun;33945;168.9;Samsung Internet;Android;Samsung
P000214;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33945;168.9;Samsung Internet;Android;Samsung
P000215;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33918;54.5;Chrome;Windows;other
P000215;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;33918;54.5;Chrome;Windows;other
P000215;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33918;54.5;Chrome;Windows;other
P000216;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33947;216.3;Mobile Safari;iOS;iPad
P000216;1.10601E+11;Filete de Pechuga Corazon;3;32;96;Lun;33947;216.3;Mobile Safari;iOS;iPad
P000216;1.10604E+11;Nuggets Premium;4;6;24;Lun;33947;216.3;Mobile Safari;iOS;iPad
P000216;1.10604E+11;Nuggets con Quinua;3;8.2;24.6;Lun;33947;216.3;Mobile Safari;iOS;iPad
P000216;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33947;216.3;Mobile Safari;iOS;iPad
P000216;1.10604E+11;Hamburguesa Premium;4;8.3;33.2;Lun;33947;216.3;Mobile Safari;iOS;iPad
P000217;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33949;72.5;Chrome Mobile;Android;other
P000217;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33949;72.5;Chrome Mobile;Android;other
P000217;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33949;72.5;Chrome Mobile;Android;other
P000218;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33950;101.5;Chrome;Windows;other
P000218;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33950;101.5;Chrome;Windows;other
P000218;1.10604E+11;Nuggets Premium;3;6;18;Lun;33950;101.5;Chrome;Windows;other
P000218;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33950;101.5;Chrome;Windows;other
P000219;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33948;85.6;Chrome;Windows;other
P000219;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;33948;85.6;Chrome;Windows;other
P000219;1.10604E+11;Filete a la Pimienta;2;13.5;27;Lun;33948;85.6;Chrome;Windows;other
P000219;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;33948;85.6;Chrome;Windows;other
P000220;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33942;51;Chrome;Mac OS X;other
P000220;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;33942;51;Chrome;Mac OS X;other
P000220;1.10604E+11;Nuggets Premium;1;6;6;Lun;33942;51;Chrome;Mac OS X;other
P000221;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33953;85;Chrome;Windows;other
P000221;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33953;85;Chrome;Windows;other
P000221;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33953;85;Chrome;Windows;other
P000221;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33953;85;Chrome;Windows;other
P000222;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33957;79.4;Mobile Safari;iOS;iPhone
P000222;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33957;79.4;Mobile Safari;iOS;iPhone
P000222;1.10604E+11;Nuggets Premium;2;6;12;Lun;33957;79.4;Mobile Safari;iOS;iPhone
P000222;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;33957;79.4;Mobile Safari;iOS;iPhone
P000222;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;33957;79.4;Mobile Safari;iOS;iPhone
P000223;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33954;62.5;Edge;Windows;other
P000223;1.10601E+11;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;33954;62.5;Edge;Windows;other
P000224;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;33958;92.3;Chrome Mobile iOS;iOS;iPhone
P000224;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33958;92.3;Chrome Mobile iOS;iOS;iPhone
P000224;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;33958;92.3;Chrome Mobile iOS;iOS;iPhone
P000225;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33959;53.8;Chrome;Windows;other
P000225;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33959;53.8;Chrome;Windows;other
P000225;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;33959;53.8;Chrome;Windows;other
P000226;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33961;50.7;Chrome Mobile;Android;other
P000226;1.10604E+11;Nuggets con Quinua;2;8.2;16.4;Lun;33961;50.7;Chrome Mobile;Android;other
P000226;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;33961;50.7;Chrome Mobile;Android;other
P000226;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;33961;50.7;Chrome Mobile;Android;other
P000227;1.10501E+11;Huevo Pardo Empacado;3;13;39;Lun;33955;212.7;Chrome;Windows;other
P000227;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;33955;212.7;Chrome;Windows;other
P000227;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33955;212.7;Chrome;Windows;other
P000227;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;33955;212.7;Chrome;Windows;other
P000227;1.10604E+11;Filete a la Pimienta;2;13.5;27;Lun;33955;212.7;Chrome;Windows;other
P000227;1.10604E+11;Filete  a la Criolla;2;13.5;27;Lun;33955;212.7;Chrome;Windows;other
P000227;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33955;212.7;Chrome;Windows;other
P000228;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33963;78.3;Chrome;Windows;other
P000228;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33963;78.3;Chrome;Windows;other
P000228;1.10604E+11;Filete a la Pimienta;3;13.5;40.5;Lun;33963;78.3;Chrome;Windows;other
P000228;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;33963;78.3;Chrome;Windows;other
P000229;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33967;90.1;Chrome;Windows;other
P000229;1.10601E+11;Pollo Entero S/M;3;16;48;Lun;33967;90.1;Chrome;Windows;other
P000229;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33967;90.1;Chrome;Windows;other
P000229;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;33967;90.1;Chrome;Windows;other
P000230;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;33965;52.3;Chrome;Windows;other
P000230;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;33965;52.3;Chrome;Windows;other
P000230;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33965;52.3;Chrome;Windows;other
P000231;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33966;101.6;Chrome;Windows;other
P000231;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;33966;101.6;Chrome;Windows;other
P000231;1.10604E+11;Nuggets Premium;1;6;6;Lun;33966;101.6;Chrome;Windows;other
P000231;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;33966;101.6;Chrome;Windows;other
P000231;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33966;101.6;Chrome;Windows;other
P000231;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;33966;101.6;Chrome;Windows;other
P000232;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33969;110.8;Chrome;Windows;other
P000232;1.10601E+11;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;33969;110.8;Chrome;Windows;other
P000232;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33969;110.8;Chrome;Windows;other
P000232;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;33969;110.8;Chrome;Windows;other
P000232;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33969;110.8;Chrome;Windows;other
P000233;1.10501E+11;Huevo Pardo Empacado;8;13;104;Lun;33798;116;Chrome;Android;HUAWEI
P000233;1.10604E+11;Nuggets Premium;2;6;12;Lun;33798;116;Chrome;Android;HUAWEI
P000234;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33972;77.5;Chrome Mobile;Android;other
P000234;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33972;77.5;Chrome Mobile;Android;other
P000234;1.10604E+11;Nuggets Premium;1;6;6;Lun;33972;77.5;Chrome Mobile;Android;other
P000234;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;33972;77.5;Chrome Mobile;Android;other
P000234;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33972;77.5;Chrome Mobile;Android;other
P000234;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;33972;77.5;Chrome Mobile;Android;other
P000235;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33973;82.8;Mobile Safari;iOS;iPad
P000235;1.10601E+11;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;33973;82.8;Mobile Safari;iOS;iPad
P000235;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;33973;82.8;Mobile Safari;iOS;iPad
P000235;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33973;82.8;Mobile Safari;iOS;iPad
P000236;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33975;121.3;Chrome;Windows;other
P000236;1.10601E+11;Muslos Frescos;1;54;54;Lun;33975;121.3;Chrome;Windows;other
P000236;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33975;121.3;Chrome;Windows;other
P000236;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;33975;121.3;Chrome;Windows;other
P000236;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;33975;121.3;Chrome;Windows;other
P000236;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;33975;121.3;Chrome;Windows;other
P000237;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33974;96.1;Chrome;Windows;other
P000237;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33974;96.1;Chrome;Windows;other
P000237;1.10604E+11;Chicharron de Pechuga de Pollo;4;12.5;50;Lun;33974;96.1;Chrome;Windows;other
P000237;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;33974;96.1;Chrome;Windows;other
P000238;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33978;103;Chrome;Windows;other
P000238;1.10601E+11;Pollo Entero S/M;3;16;48;Lun;33978;103;Chrome;Windows;other
P000238;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33978;103;Chrome;Windows;other
P000238;1.10604E+11;Nuggets Premium;2;6;12;Lun;33978;103;Chrome;Windows;other
P000239;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33976;143.6;Safari;Mac OS X;other
P000239;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33976;143.6;Safari;Mac OS X;other
P000239;1.10601E+11;Filete de Pechuga;2;30;60;Lun;33976;143.6;Safari;Mac OS X;other
P000239;1.10604E+11;Nuggets Premium;2;6;12;Lun;33976;143.6;Safari;Mac OS X;other
P000239;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33976;143.6;Safari;Mac OS X;other
P000239;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;33976;143.6;Safari;Mac OS X;other
P000240;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33977;178.5;Edge;Windows;other
P000240;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33977;178.5;Edge;Windows;other
P000240;1.10601E+11;Filete de Pechuga;2;30;60;Lun;33977;178.5;Edge;Windows;other
P000240;1.10604E+11;Nuggets con Quinua;2;8.2;16.4;Lun;33977;178.5;Edge;Windows;other
P000240;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;33977;178.5;Edge;Windows;other
P000240;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33977;178.5;Edge;Windows;other
P000241;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33980;151.4;Samsung Internet;Android;Samsung
P000241;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;33980;151.4;Samsung Internet;Android;Samsung
P000241;1.10604E+11;Deditos de Pollo;4;7.8;31.2;Lun;33980;151.4;Samsung Internet;Android;Samsung
P000241;1.10604E+11;Hamburguesa Premium;4;8.3;33.2;Lun;33980;151.4;Samsung Internet;Android;Samsung
P000242;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33979;54.8;Chrome;Windows;other
P000242;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;33979;54.8;Chrome;Windows;other
P000242;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;33979;54.8;Chrome;Windows;other
P000243;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33983;54.3;Chrome;Windows;other
P000243;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;33983;54.3;Chrome;Windows;other
P000243;1.10604E+11;Deditos de Pollo;1;7.8;7.8;Lun;33983;54.3;Chrome;Windows;other
P000243;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;33983;54.3;Chrome;Windows;other
P000244;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33962;62.5;Chrome;Windows;other
P000244;1.10601E+11;Pollo trozado x 8 pzas S/M;3;16.5;49.5;Lun;33962;62.5;Chrome;Windows;other
P000245;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33981;61;Chrome;Mac OS X;other
P000245;1.10601E+11;Pollo Entero S/M;3;16;48;Lun;33981;61;Chrome;Mac OS X;other
P000246;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33970;103.1;Chrome;Windows;other
P000246;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33970;103.1;Chrome;Windows;other
P000246;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;33970;103.1;Chrome;Windows;other
P000246;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33970;103.1;Chrome;Windows;other
P000247;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33984;54.3;Chrome;Windows;other
P000247;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33984;54.3;Chrome;Windows;other
P000247;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;33984;54.3;Chrome;Windows;other
P000247;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;33984;54.3;Chrome;Windows;other
P000248;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33986;207.1;Chrome;Windows;other
P000248;1.10601E+11;Pollo Entero S/M;3;16;48;Lun;33986;207.1;Chrome;Windows;other
P000248;1.10601E+11;Filete de Pechuga;2;30;60;Lun;33986;207.1;Chrome;Windows;other
P000248;1.10604E+11;Nuggets Premium;3;6;18;Lun;33986;207.1;Chrome;Windows;other
P000248;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;33986;207.1;Chrome;Windows;other
P000248;1.10604E+11;Chicharron de Pechuga de Pollo;2;12.5;25;Lun;33986;207.1;Chrome;Windows;other
P000248;1.10604E+11;Enrollado con Frutas Secas;1;27.5;27.5;Lun;33986;207.1;Chrome;Windows;other
P000249;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33987;61;Mobile Safari;iOS;iPhone
P000249;1.10601E+11;Pollo Entero S/M;3;16;48;Lun;33987;61;Mobile Safari;iOS;iPhone
P000250;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33988;67;Mobile Safari;iOS;iPhone
P000250;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;33988;67;Mobile Safari;iOS;iPhone
P000251;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33994;56;Safari;Mac OS X;other
P000251;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33994;56;Safari;Mac OS X;other
P000252;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33993;51.2;Chrome Mobile;Android;other
P000252;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33993;51.2;Chrome Mobile;Android;other
P000252;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;33993;51.2;Chrome Mobile;Android;other
P000253;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33971;89.6;Safari;Mac OS X;other
P000253;1.10601E+11;Pierna Encuentro Fresca;1;54;54;Lun;33971;89.6;Safari;Mac OS X;other
P000253;1.10604E+11;Nuggets Premium;1;6;6;Lun;33971;89.6;Safari;Mac OS X;other
P000253;1.10604E+11;Hamburguesa Premium;2;8.3;16.6;Lun;33971;89.6;Safari;Mac OS X;other
P000254;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33982;52;Chrome;Windows;other
P000254;1.10601E+11;Pollo trozado x 8 pzas S/M;2;16.5;33;Lun;33982;52;Chrome;Windows;other
P000254;1.10604E+11;Nuggets Premium;1;6;6;Lun;33982;52;Chrome;Windows;other
P000255;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;33996;55;Mobile Safari;iOS;iPhone
P000255;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;33996;55;Mobile Safari;iOS;iPhone
P000255;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33996;55;Mobile Safari;iOS;iPhone
P000256;1.10601E+11;Filete de Pechuga Corazon;1;32;32;Lun;34003;62;Mobile Safari;iOS;iPhone
P000256;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34003;62;Mobile Safari;iOS;iPhone
P000257;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34004;50.3;Chrome Mobile;Android;other
P000257;1.10601E+11;Pollo Entero S/M;1;16;16;Lun;34004;50.3;Chrome Mobile;Android;other
P000257;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34004;50.3;Chrome Mobile;Android;other
P000258;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34006;61.8;Chrome;Mac OS X;other
P000258;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;34006;61.8;Chrome;Mac OS X;other
P000258;1.10604E+11;Hamburguesa Premium;4;8.3;33.2;Lun;34006;61.8;Chrome;Mac OS X;other
P000259;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34008;125.7;Chrome;Mac OS X;other
P000259;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34008;125.7;Chrome;Mac OS X;other
P000259;1.10601E+11;Filete de Pechuga;2;30;60;Lun;34008;125.7;Chrome;Mac OS X;other
P000259;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34008;125.7;Chrome;Mac OS X;other
P000259;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;34008;125.7;Chrome;Mac OS X;other
P000260;1.10501E+11;Huevo Pardo Empacado;2;13;26;Lun;34010;50.7;Chrome;Windows;other
P000260;1.10601E+11;Pollo trozado x 8 pzas S/M;1;16.5;16.5;Lun;34010;50.7;Chrome;Windows;other
P000260;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34010;50.7;Chrome;Windows;other
P000261;1.10601E+11;Muslos Frescos;1;54;54;Lun;34011;90;Chrome Mobile;Android;other
P000261;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34011;90;Chrome Mobile;Android;other
P000261;1.10604E+11;Nuggets Premium;1;6;6;Lun;34011;90;Chrome Mobile;Android;other
P000262;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34013;61.5;Facebook;Android;Samsung
P000262;1.10601E+11;Pollo Entero S/M;2;16;32;Lun;34013;61.5;Facebook;Android;Samsung
P000262;1.10604E+11;Nuggets con Quinua;1;8.2;8.2;Lun;34013;61.5;Facebook;Android;Samsung
P000262;1.10604E+11;Hamburguesa Premium;1;8.3;8.3;Lun;34013;61.5;Facebook;Android;Samsung
P000263;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34014;75;Facebook;iOS;iPhone
P000263;1.10601E+11;Filete de Pechuga Corazon;1;32;32;Lun;34014;75;Facebook;iOS;iPhone
P000263;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34014;75;Facebook;iOS;iPhone
P000264;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;34018;75;Chrome Mobile;Android;other
P000264;1.10601E+11;Filete de Pechuga Corazon;1;32;32;Lun;34018;75;Chrome Mobile;Android;other
P000264;1.10601E+11;Filete de Pechuga;1;30;30;Lun;34018;75;Chrome Mobile;Android;other
P000265;1.10501E+11;Huevo Pardo Empacado;1;13;13;Lun;33992;150.4;Chrome;Windows;other
P000265;1.10601E+11;Filete de Pechuga Corazon;1;32;32;Lun;33992;150.4;Chrome;Windows;other
P000265;1.10601E+11;Filete de Pechuga;1;30;30;Lun;33992;150.4;Chrome;Windows;other
P000265;1.10604E+11;Nuggets Premium;2;6;12;Lun;33992;150.4;Chrome;Windows;other
P000265;1.10604E+11;Deditos de Pollo;2;7.8;15.6;Lun;33992;150.4;Chrome;Windows;other
P000265;1.10604E+11;Chicharron de Pechuga de Pollo;1;12.5;12.5;Lun;33992;150.4;Chrome;Windows;other
P000265;1.10604E+11;Filete a la Pimienta;1;13.5;13.5;Lun;33992;150.4;Chrome;Windows;other
P000265;1.10604E+11;Filete  a la Criolla;1;13.5;13.5;Lun;33992;150.4;Chrome;Windows;other
